CID,Topic/s,Product name,Sub-Topic/s,Impact Value,Published Date,Platform Type,Like Count,Share Count,Comment Count,View Count,Alexa Rank,Virality Score,Virality Category,Countries,Languages,Sentiments,Sentiment Type,Author Id,Author Name,Author Gender,Author Image Url,Followers,Following,Post Type,Mentions,Hashtags,Post Url,Publications,Post Id,Title,Post Data,,Parent Post Id,Parent Post Url,Handler Name,Media Type,Source Type,Source Name,Media Url,Post Lat,Post Lon,Last Engagement Update Time,Content URL
789e5aaa3231254f8fb01a54a253ca11fca4156c,"Datapull,Datapull,Datapull,Competitors,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,IPSA - 1,Ipsa JP,IPSA,IPSA Time Reset Aqua",0,2020-12-09 22:15 SGT,twitter,0,0,0,0,0,277.213,Not Viral,Japan,Japanese,NEUTRAL,System Sentiment,2615539231,Mana@相互フォロー支援♪,unknown,https://pbs.twimg.com/profile_images/1330096477973131265/f9auTWEX_normal.jpg,2499,1692,Post,,,http://twitter.com/mana9105211/statuses/1336675825236598786,,1336675825236598786,イプサ(IPSA) ザ・タイムR アクア＜医薬部外品＞,イプサ(IPSA) ザ・タイムR アクア＜医薬部外品＞ を Amazon でチェック！ amzn.to/33IRUDJ,Ipusa (IPSA) The Time R Aqua <Pharmaceutical Department> Check with Amazon! amzn.to/33IRUDJ,,,mana9105211,TEXT,Earned,Mana9105211,,35.6895,139.69171,2020-12-09 22:16 SGT,https://amzn.to/33IRUDJ
a1ec09ae8ad79e3b79024deb5b96cc6919d4b2d4,"SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"Trial & purchase intent,IPSA Time Reset Aqua",0,2020-12-09 19:52 SGT,twitter,0,0,0,0,0,24.262,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,4592917632,いけ,unknown,https://pbs.twimg.com/profile_images/1081946436399288321/9tFojJNg_normal.jpg,226,247,Post,,#IPSA | #ザタイムRアクア,http://twitter.com/ikechan__05/statuses/1336639851844653056,,1336639851844653056,,これ良いんかね？#IPSA #ザタイムRアクア https://t.co/zikk1Y22VW,Is this good? # IPSA # The Time R Aqua https://t.co/Zikk1y22vw,,,ikechan__05,IMAGE,Earned,Ikechan__05,,33.23806,131.6125,2020-12-09 19:53 SGT,
628c7a611d9592794d52470680c0e63e8d00e285,"Datapull,Datapull,Datapull,SKII & Competitor Themes,SKII & Competitor Themes,Competitors,SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,Ipsa JP,IPSA - 1,Service Store,Pricing & Value,IPSA,Trial & purchase intent,IPSA Time Reset Aqua",717,2020-12-09 17:00 SGT,instagram,692,0,5,0,0,0,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,,,unknown,,,,Post,,#ipsa | #ipsa_,https://www.instagram.com/p/CIkjkXtgx8S/,,18174651286001838,,【渋谷パルコ1周年をセレブレート】・渋谷パルコ1周年を記念して、イプサではTシャツの空間プレゼンテーションでファッション感度の高い渋谷パルコらしさを表現しました。ここだけのアクア限定キットも好評発売中です。・#ipsa #イプサ #渋谷パルコ #ipsa_ショップ情報 #渋谷パルコ一周年 #アクア限定キット #ザタイムRアクア,"[Shibuya Parco 1st anniversary Celebrity] · In commemoration of Shibuya Parco 1st anniversary, Ipusa expresses the fashion sensitive Shibuya Parceli with a spatial presentation of T-shirt. Aqua limited kit only here is also available on sale. · #IPSA # Ipusa # Shibuya PARCO #IPSA_ Shop information # Shibuya Parco 1st Anniversary # Aqua Limited Kit # The Time R Aqua",,,ipsa_jp,IMAGE,Competitor Owned,,,,,2020-12-09 17:34 SGT,
3b135f887b8a874de04d6a8fb07b7555ca3626e2,"Competitor Brand Pages,Datapull,Datapull,Datapull,SKII & Competitor Themes,Competitors,SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"Ipsa,IPSA,IPSA - 1,Ipsa JP,Product Efficacy 2,IPSA,Trial & purchase intent,IPSA Time Reset Aqua",0,2020-12-09 14:40 SGT,twitter,0,0,0,0,0,1062.41,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,156545612,イプサ（IPSA） 公式,unknown,https://pbs.twimg.com/profile_images/925986375811309568/wzeVKfR3_normal.jpg,45934,,Post,,,http://twitter.com/IPSA_cosme/statuses/1336561256992440320,,1336561256992440320,,【冬もたっぷり水分補給。】肌表面をたっぷりのうるおいで満たし、キメを整える薬用化粧水ザ･タイムR アクア。肌トラブルを防いで、いつもみずみずしい肌へ。イプサの公式アカウントでは、季節にあわせたおすすめの商品情報などをお届けします。,"[Winter supplemented with plenty of water. 】 Medium with plenty of skin surfaces, filled with pharmaceutical use of places. Prevent skin problems and always to the skin that is always sick. In the official account of Ipusa, we will deliver recommended product information in line with the season.",,,IPSA_cosme,TEXT,Competitor Owned,Ipsa_cosme,,35.6895,139.69171,2020-12-09 14:43 SGT,
ffaca70a1e16dd1de9a0110801d8eeec7ef24b10,"Datapull,Datapull,Datapull,SKII & Competitor Themes,SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,Ipsa JP,IPSA - 1,Product Efficacy 2,Product Efficacy 1,IPSA Time Reset Aqua",160,2020-12-09 14:00 SGT,twitter,15,1,0,0,0,2123.438,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,92723901,@cosme公式（アットコスメ）,unknown,https://pbs.twimg.com/profile_images/1195174849389326337/fCONjQwE_normal.jpg,317543,32294,Post,,,http://twitter.com/atcosmenet/statuses/1336551253858529280,,1336551253858529280,@cosmeベストコスメアワード2020 ベスト化粧水,💙ベスト化粧水💙1位は「イプサ」の『ザ・タイムR アクア』！https://t.co/AyecuMrcpwとろみのあるテクスチャーでベタつかないのに、スッと浸透して保湿してくれます。2位以降の受賞アイテムも👀✨ ベストコスメでお気に入りの化粧水を見つけてね♪#ベストコスメ2020 #アットコスメベスコス https://t.co/4tREYPGzI7,"💙 Best Little Water 1st place is ""Ipusa"" ""The Time R Aqua""! https://t.co/ayecumrcpw Even though it is not a sticky texture, it will be moist and moisturized. Find your favorite makeup water with 👀👀 Best Cosmetics 2nd place ♪ # Best Cosmetics 2020 # at Cosmetto Coskos https://t.co/4TreyPGZI7",,,atcosmenet,TEXT,Earned,Atcosmenet,,35.6895,139.69171,2020-12-09 14:02 SGT,https://www.cosme.net/bestcosme/archive/2020/category/lotion/
dd1152884fe3ad8c62e53dfbb2195883cd0ceff3,"Datapull,Datapull,Datapull,SKII & Competitor Themes,SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,IPSA - 1,Ipsa JP,Product Efficacy 2,Product Efficacy 1,IPSA Time Reset Aqua",4,2020-12-09 14:00 SGT,facebook,4,0,0,0,0,0,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,229962993722356,＠ｃｏｓｍｅ（アットコスメ）,unknown,https://scontent-sin6-1.xx.fbcdn.net/v/t1.0-1/cp0/p50x50/75394819_2778449212207042_2775594938270744576_n.png?_nc_cat=104&ccb=2&_nc_sid=dbb9e7&_nc_ohc=SJIhpEbAFwsAX-gS9xb&_nc_ht=scontent-sin6-1.xx&_nc_tp=30&oh=4f143337b4fee13f12aa2b2e4a3f6226&oe=5FF4116C,240286,,Post,,,https://www.facebook.com/atcosme/photos/a.264617533590235/3866891060029513/?type=3,,229962993722356_3866891060029513,Timeline Photos,💙ベスト化粧水💙1位は「イプサ」の『ザ・タイムR アクア』！https://www.cosme.net/bestcosme/archive/2020/category/lotion/とろみのあるテクスチャーでベタつかないのに、スッと浸透して保湿してくれます。2位以降の受賞アイテムも見逃せない👀✨ ベストコスメでお気に入りの化粧水を見つけてね♪#ベストコスメ2020 #アットコスメベスコス,"💙 Best Little Water 1st place is ""Ipusa"" ""The Time R Aqua""! https://www.cosme.net/bestcosme/archive/2020/category/lotion/ Even though it is not a sticky texture, it will be moist and moisturize. I can not miss the winning item after the second place I can't miss the favorite makeup water with the best cosmetics ♪ # Best Cosmetics 2020 # at Cosmy Vescos",,,atcosme,IMAGE,Earned,＠ｃｏｓｍｅ（アットコスメ）,,,,2020-12-09 15:06 SGT,
886cd5d515d298f78d282bd67904d4cdc93e37e8,"SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"Product Efficacy 1,IPSA Time Reset Aqua",0,2020-12-09 12:31 SGT,twitter,0,0,0,0,0,34.161,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,1335193992619720704,໒꒱なちゅコ໒꒱,unknown,,20,21,Comment,"[""aoiouchi""]",,http://twitter.com/nachumori_725/statuses/1336528805838475266,,1336528805838475266,ザ・タイムR アクア,@aoiouchi そうそう！タイムアクアをわたしずっと使ってるんだけど、肌トラブル少なくなったし、周りからも肌綺麗だね！って言われること多くなった🥰✨🙌ipsa.co.jp/43252.html?lan…,"@aoiiouchi yeah! I have used time aqua for a while, but I'm getting skin trouble and it's beautiful from around it! It is often said that it was more than 🥰🥰🙌ipsa.co.jp / 43252.html? LAN ...",1336317738621386753,http://twitter.com/aoiouchi/statuses/1336317738621386753,nachumori_725,TEXT,Earned,Nachumori_725,,,,2020-12-09 12:32 SGT,https://www.ipsa.co.jp/43252.html?lang=ja
ac00a6643f8f04a039c2ec568681cd6635b79e4a,"Datapull,Datapull,Datapull,Generic Skincare,Generic Skincare,Datapull,Competitors,Datapull,Datapull,Datapull,Datapull,Datapull,SKII & Competitor Themes,SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,IPSA - 1,Ipsa JP,Generic Skincare -JP,Generic Skincare,Generic Skin Care 5,IPSA,Generic Skincare -JP 3,Generic Skincare -JP 3 New,Generic Skincare -JP 11,Generic Skincare -JP 11 _New,Generic Skincare -JP 10,Product Efficacy 1,Trial & purchase intent,IPSA Time Reset Aqua",0,2020-12-09 10:48 SGT,twitter,0,0,0,0,0,30.532,Not Viral,Japan,Japanese,NEUTRAL,System Sentiment,1322133194884313088,スキンケアおすすめ情報,unknown,https://pbs.twimg.com/profile_images/1324379479435669504/Kl2rcs4k_normal.jpg,8,,Post,,,http://twitter.com/skincareitem/statuses/1336503038874447874,,1336503038874447874,イプサ(IPSA) ザ・タイムR アクア＜医薬部外品＞,12月9日のAmazonスキンケアの人気ギフトランキング3位!イプサ(IPSA) ザ・タイムR アクア＜医薬部外品＞amazon.co.jp/o/ASIN/B00N0JK…,Popular Gift Ranking of Amazon Skin Care on December 9!,,,skincareitem,TEXT,Earned,Skincareitem,,,,2020-12-09 10:49 SGT,https://www.amazon.co.jp/o/ASIN/B00N0JKYZE/publishceo-22
262df0d4c298959e467221fd34c633fad5d4e7aa,"Datapull,Datapull,Datapull,Competitors,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,IPSA - 1,Ipsa JP,IPSA,IPSA Time Reset Aqua",0,2020-12-09 01:51 SGT,twitter,0,0,0,0,0,31.925,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,106964731,Nana,female,https://pbs.twimg.com/profile_images/1325515909729939457/JuK2tcCB_normal.jpg,44,182,Post,,,http://twitter.com/SevenTomatoes/statuses/1336367896465866752,,1336367896465866752,イプサ / IPSA/ザ・タイムR アクア,使ってみたい。,I want to use it.,,,SevenTomatoes,TEXT,Earned,Seventomatoes,,34.6913,135.183,2020-12-09 01:54 SGT,
b773b647cafe37cfe8cb042f4282d05de3094f39,"Datapull,Datapull,Datapull,Generic Skincare,Competitors,Datapull,Datapull,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,Ipsa JP,IPSA - 1,Generic Skincare -JP,IPSA,Generic Skincare JP 2,Generic Skincare JP 7,IPSA Time Reset Aqua",0,2020-12-08 22:33 SGT,forum,0,0,0,0,8869,0,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,,やすぽん☆彡,unknown,,,,Post,,,https://www.cosme.net/product/product_id/10079040/reviews,,df137cb9148542b1df9f9ed02156401689bd749d,イプサ / ザ・タイムR アクアの口コミ一覧｜美容・化粧品情報はアットコスメ,初めてIPSAを使いました。シャバシャバなテクスチャでめっちゃ好感です。継続利用してみてどうか連絡してみます,I used IPSA for the first time. It is very good with shabasaba texture. I will contact you continuously,,,https://www.cosme.net/item/item_id/1021/reviews/page/1,IMAGE,Earned,Cosme,,,,2021-01-08 07:56 SGT,
acb7054325c6076579a645f1fa36f9d9dcb3d188,"Datapull,Datapull,Datapull,Competitors,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,IPSA - 1,Ipsa JP,IPSA,IPSA Time Reset Aqua",0,2020-12-08 21:57 SGT,twitter,0,0,0,0,0,192.5,Not Viral,Japan,Japanese,NEGATIVE,System Sentiment,158156167,なつみ🍌,unknown,,127,126,Comment,,,http://twitter.com/7_2_m/statuses/1336308979866062851,,1336308979866062851,化粧水,2 ipsa.co.jp/skincare-categ… イプサ ザ・タイムRアクア みんな使ってるやつ。荒れないし潤う。,2 ipsa.co.jp/skincare-categ... Ips The Time R Aqua A guy is using it. It is rough or wet.,1336308137662369795,http://twitter.com/7_2_m/statuses/1336308137662369795,7_2_m,TEXT,Earned,7_2_m,,,,2020-12-08 21:58 SGT,https://www.ipsa.co.jp/skincare-category-toner/?lang=ja
c8cec8f44f6905cf6e8a196f611f728350b2e147,"Datapull,Datapull,Datapull,Competitors,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,IPSA - 1,Ipsa JP,IPSA,IPSA Time Reset Aqua",440,2020-12-08 19:51 SGT,twitter,39,5,0,0,0,4819.242,Not Viral,Japan,Japanese,NEUTRAL,System Sentiment,92723901,@cosme公式（アットコスメ）,unknown,https://pbs.twimg.com/profile_images/1195174849389326337/fCONjQwE_normal.jpg,317461,32295,Post,,#イプサ,http://twitter.com/atcosmenet/statuses/1336277101624909825,,1336277101624909825,イプサ / IPSA/ザ・タイムR アクア,"🎊@ cosmeベストコスメアワード2020発表🎊➡https://t.co/wAxcRKOxPx総合 第2位に輝いたのは【 #イプサ 】の『ザ・タイムR アクア』💧キメを整え、みずみずしい感触を持続させる薬用化粧水は、冬の乾燥に負けないうる肌を守ります👆『ザ・タイムR アクア』4,400円#アットコスメショッピング https://t.co/N5DvtH5NhA","🎊 @ Cosme Best Cosmy Ward 2020 Announcement 🎊 Https: //ttps: //t.co/Waxcrkoxpx The second place was shining in the second place [The time R Aqua ""of [# Ipusa] Positive lotion protects the skin that can not lose to winter drying 👆 ""The Time R Aqua"" 4,400 yen # at Cosmetics Shopping https://t.co/n5dvth5nha",,,atcosmenet,TEXT,Earned,Atcosmenet,,35.6895,139.69171,2020-12-08 19:52 SGT,https://www.cosme.com/products/detail.php?product_id=51819
d6e9c0f10aa8c6ba943c38b5b3d102f063a2b56c,"Datapull,Datapull,Datapull,Competitors,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,IPSA - 1,Ipsa JP,IPSA,IPSA Time Reset Aqua",0,2020-12-08 19:32 SGT,twitter,0,0,0,0,0,31.925,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,304698351,ゆるみな,unknown,https://pbs.twimg.com/profile_images/1230703814157557762/0zNiXgqC_normal.jpg,46,161,Post,,,http://twitter.com/yurumina/statuses/1336272527472005128,,1336272527472005128,【ベスコス2020】「イプサ」の『ザ・タイムR アクア』を徹底レポート|@cosme（アットコスメ）,これ、マジで優秀だよね～(*￣ー￣),This is really good and excellent ~ (* ー ¯ ¯),,,yurumina,TEXT,Earned,Yurumina,,,,2020-12-08 19:34 SGT,
285f969a0c1f8e42bee4cccf0a3384acdf3f5b8c,"Datapull,Datapull,Datapull,SKII & Competitor Themes,SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,Ipsa JP,IPSA - 1,Product Efficacy 2,Product Efficacy 1,IPSA Time Reset Aqua",400,2020-12-08 19:21 SGT,twitter,36,4,0,0,0,12821.386,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,92723901,@cosme公式（アットコスメ）,unknown,https://pbs.twimg.com/profile_images/1195174849389326337/fCONjQwE_normal.jpg,317460,32295,Post,,,http://twitter.com/atcosmenet/statuses/1336269554083909633,,1336269554083909633,【ベスコス2020】「イプサ」の『ザ・タイムR アクア』を徹底レポート|@cosme（アットコスメ）,ベスコス2020の総合 第2位に選ばれたのは「イプサ」の「ザ・タイムR アクア」💎https://t.co/tLhmYht0dH「水みたいなのに肌にぐんぐん浸透していくのがわかります」とクチコミでも語られる、水分補給がぐんぐんできる化粧水の魅力を徹底解剖！#ベストコスメ2020 #アットコスメベスコス https://t.co/qP48uKxk9V,"The second place of the Comprehensive Beskos 2020 was ""Ipusa"" ""The Time R Aqua"" 💎https: //t.co/tlhmyht0dh ""I know that it will penetrate the skin even though it is a water"" And the attraction of the lotion that can be spunned by water supply, which is also told by the review! # Best Cosmetics 2020 # at Cosmetics Cos https://t.co/QP48UKXK9V",,,atcosmenet,IMAGE,Earned,Atcosmenet,,35.6895,139.69171,2020-12-08 19:22 SGT,https://www.cosme.net/bestcosme/articles/2020-newproduction-2
525f229e143f8e0308d048ef1a351b5de8a9ecf7,"Datapull,Datapull,Datapull,SKII & Competitor Themes,SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,Ipsa JP,IPSA - 1,Product Efficacy 2,Product Efficacy 1,IPSA Time Reset Aqua",14,2020-12-08 19:00 SGT,facebook,14,0,0,0,0,0,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,229962993722356,＠ｃｏｓｍｅ（アットコスメ）,unknown,https://scontent-sin6-1.xx.fbcdn.net/v/t1.0-1/cp0/p50x50/75394819_2778449212207042_2775594938270744576_n.png?_nc_cat=104&ccb=2&_nc_sid=dbb9e7&_nc_ohc=SJIhpEbAFwsAX-gS9xb&_nc_ht=scontent-sin6-1.xx&_nc_tp=30&oh=4f143337b4fee13f12aa2b2e4a3f6226&oe=5FF4116C,240329,,Post,,,https://www.facebook.com/atcosme/photos/a.264617533590235/3864734823578470/?type=3,,229962993722356_3864734823578470,Timeline Photos,ベスコス2020の総合 第2位に選ばれたのは「イプサ」の「ザ・タイムR アクア」💎https://www.cosme.net/bestcosme/articles/2020-newproduction-2「水みたいなのに肌にぐんぐん浸透していくのがわかります」とクチコミでも語られる、水分補給がぐんぐんできる化粧水の魅力を徹底解剖！#ベストコスメ2020 #アットコスメベスコス,"The second largest of the Comprehension of Veskos 2020 is ""Ipusa"" ""The Time R Aqua"" 💎Https: //www.cosme.net/bestcosme/articles/2020-newproduction-2 ""I like a water ""I understand that I will penetrate it,"" I will be aware of the attractiveness of lotion that can be spent with a lot of water supplementation! # Best Cosmetics 2020 # at Cosmetics Cos",,,atcosme,IMAGE,Earned,＠ｃｏｓｍｅ（アットコスメ）,,,,2020-12-08 19:30 SGT,
ee537aa5658c4e9e7309f221f87ed32b25d98fc6,"Datapull,Datapull,Datapull,SKII & Competitor Themes,Competitors,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,Ipsa JP,IPSA - 1,Product Efficacy 1,IPSA,IPSA Time Reset Aqua",0,2020-12-08 16:10 SGT,twitter,0,0,0,0,0,26.934,Not Viral,Japan,Japanese,NEGATIVE,System Sentiment,892751577240354816,𝐤𝐚𝐳𝐮𝐡𝐚,unknown,https://pbs.twimg.com/profile_images/1335599265050030082/Sfkiybk5_normal.jpg,140,150,Post,,,http://twitter.com/yywjd417/statuses/1336221552837152770,,1336221552837152770,,IPSAのザ・タイムR  アクア よすぎて、、🤤  保湿力やばめ https://t.co/NOVtI5ywAt,"Ipsa's The Time R Aqua Yashido, Moisturizing Power Supplement Https://t.co/Novti5ywat",,,yywjd417,IMAGE,Earned,Yywjd417,,,,2020-12-08 16:11 SGT,
9d879d38bcd1504d56af5c4354e47bd3615d2159,"Datapull,Datapull,Datapull,Generic Skincare,Generic Skincare,Datapull,Competitors,Datapull,Datapull,Datapull,Datapull,Datapull,SKII & Competitor Themes,SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,IPSA - 1,Ipsa JP,Generic Skincare -JP,Generic Skincare,Generic Skin Care 5,IPSA,Generic Skincare -JP 3,Generic Skincare -JP 3 New,Generic Skincare -JP 11,Generic Skincare -JP 11 _New,Generic Skincare -JP 10,Product Efficacy 1,Trial & purchase intent,IPSA Time Reset Aqua",0,2020-12-08 09:48 SGT,twitter,0,0,0,0,0,30.532,Not Viral,Japan,Japanese,NEUTRAL,System Sentiment,1322133194884313088,スキンケアおすすめ情報,unknown,https://pbs.twimg.com/profile_images/1324379479435669504/Kl2rcs4k_normal.jpg,8,,Post,,,http://twitter.com/skincareitem/statuses/1336125551971594242,,1336125551971594242,イプサ(IPSA) ザ・タイムR アクア＜医薬部外品＞,12月8日のAmazonスキンケアの人気ギフトランキング3位!イプサ(IPSA) ザ・タイムR アクア＜医薬部外品＞amazon.co.jp/o/ASIN/B00N0JK…,Popular Gift Ranking of Amazon Skin Care on December 8!,,,skincareitem,TEXT,Earned,Skincareitem,,,,2020-12-08 09:49 SGT,https://www.amazon.co.jp/o/ASIN/B00N0JKYZE/publishceo-22
47fc6edbabf9c9ac0805f8dee54e3ba68c68091a,"SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"Pricing & Value,IPSA Time Reset Aqua",0,2020-12-07 22:00 SGT,twitter,0,0,0,0,0,38.088,Not Viral,Japan,Japanese,NEUTRAL,System Sentiment,778608018892042240,yuki,female,,76,266,Comment,,,http://twitter.com/159ki/statuses/1335947374775001088,,1335947374775001088,ザ・タイムR アクア,ザ・タイムRアクア/IPSA→これに変えてやっと自分に合った化粧水に出会えたかもってなった☺️テクスチャがお水みたいで好みなのとすごくお値段高いわけじゃないからわりとバシャバシャ使ってる。ipsa.co.jp/43252.html?lan…,The Time R Aqua / IPSA → Changed to this and finally I could meet a lotion that suits myself. The texture is likely to use and it's a very low price and it's a very low price. ipsa.co.jp/43252.html?lan.,1335946978031595522,http://twitter.com/159ki/statuses/1335946978031595522,159ki,TEXT,Earned,159ki,,,,2020-12-07 22:01 SGT,https://www.ipsa.co.jp/43252.html?lang=ja
ab69a58b77f08506f088ef290380a024af0de595,JP FTE Landscape,IPSA Time Reset Aqua,IPSA Time Reset Aqua,0,2020-12-07 11:13 SGT,twitter,0,0,0,0,0,23.027,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,1043417705238294528,あおちゃん,unknown,,22,69,Post,,,http://twitter.com/bluetrad/statuses/1335784481098063872,,1335784481098063872,ザ・タイムR アクア スペシャルページ,一回使ってみたいなぁ。。,I want to use it once. .,,,bluetrad,TEXT,Earned,Bluetrad,,,,2020-12-07 11:13 SGT,
881a679f5599c2979bd5c2ec7cc246e890eaf88d,"Datapull,Datapull,Datapull,Generic Skincare,Generic Skincare,Datapull,Competitors,Datapull,Datapull,Datapull,Datapull,Datapull,SKII & Competitor Themes,SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,IPSA - 1,Ipsa JP,Generic Skincare -JP,Generic Skincare,Generic Skin Care 5,IPSA,Generic Skincare -JP 3,Generic Skincare -JP 3 New,Generic Skincare -JP 11,Generic Skincare -JP 11 _New,Generic Skincare -JP 10,Product Efficacy 1,Trial & purchase intent,IPSA Time Reset Aqua",0,2020-12-07 09:48 SGT,twitter,0,0,0,0,0,30.532,Not Viral,Japan,Japanese,NEUTRAL,System Sentiment,1322133194884313088,スキンケアおすすめ情報,unknown,https://pbs.twimg.com/profile_images/1324379479435669504/Kl2rcs4k_normal.jpg,8,,Post,,,http://twitter.com/skincareitem/statuses/1335763162600181760,,1335763162600181760,イプサ(IPSA) ザ・タイムR アクア＜医薬部外品＞,12月7日のAmazonスキンケアの人気ギフトランキング3位!イプサ(IPSA) ザ・タイムR アクア＜医薬部外品＞amazon.co.jp/o/ASIN/B00N0JK…,Popular Gift Ranking of Amazon Skin Care on December 7!,,,skincareitem,TEXT,Earned,Skincareitem,,,,2020-12-07 09:49 SGT,https://www.amazon.co.jp/o/ASIN/B00N0JKYZE/publishceo-22
011e0aa0c6c0bc4f46997f109569e0674a63a199,"Datapull,Datapull,Datapull,Competitors,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,IPSA - 1,Ipsa JP,IPSA,IPSA Time Reset Aqua",0,2020-12-07 02:08 SGT,twitter,0,0,0,0,0,31.925,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,1171232949674446848,にう🙏,unknown,https://pbs.twimg.com/profile_images/1178976127685033984/3kN-ZOsJ_normal.jpg,58,52,Post,,,http://twitter.com/_niuin_/statuses/1335647323775324160,,1335647323775324160,,イプサのザ・タイムRアクアほまにめちゃよいです,Ipusa's The Time R Aqua Homes,,,_niuin_,TEXT,Earned,_niuin_,,,,2020-12-07 02:10 SGT,
47ac0c6c1ce641a97d7fe95dfcd46cbf25fe5d22,"Datapull,Datapull,Datapull,Competitors,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,Ipsa JP,IPSA - 1,IPSA,IPSA Time Reset Aqua",0,2020-12-06 23:57 SGT,twitter,0,0,0,0,0,31.946,Not Viral,Japan,Japanese,POSITIVE,System Sentiment,218003122,KNP,unknown,https://pbs.twimg.com/profile_images/1097131364376166402/tb6irmpb_normal.jpg,111,207,Post,,,http://twitter.com/ayk841203/statuses/1335614316733554688,,1335614316733554688,,なぜみんながイプサのザ・タイムRアクアを愛するのかわかったこれはいいわ,"Why I knew that everyone loves Ipusa's The Time R Aqua, this is good",,,ayk841203,TEXT,Earned,Ayk841203,,,,2020-12-06 23:58 SGT,
5d5192ecfa212056ae62844813aed2e1f690c6b5,"Datapull,Datapull,Datapull,Generic Skincare,Generic Skincare,Datapull,Competitors,Datapull,Datapull,Datapull,Datapull,Datapull,SKII & Competitor Themes,SKII & Competitor Themes,JP FTE Landscape",IPSA Time Reset Aqua,"IPSA,Ipsa JP,IPSA - 1,Generic Skincare -JP,Generic Skincare,Generic Skin Care 5,IPSA,Generic Skincare -JP 3,Generic Skincare -JP 3 New,Generic Skincare -JP 11,Generic Skincare -JP 11 _New,Generic Skincare -JP 10,Product Efficacy 1,Trial & purchase intent,IPSA Time Reset Aqua",0,2020-12-06 09:48 SGT,twitter,0,0,0,0,0,30.532,Not Viral,Japan,Japanese,NEUTRAL,System Sentiment,1322133194884313088,スキンケアおすすめ情報,unknown,https://pbs.twimg.com/profile_images/1324379479435669504/Kl2rcs4k_normal.jpg,7,,Post,,,http://twitter.com/skincareitem/statuses/1335400773509898241,,1335400773509898241,イプサ(IPSA) ザ・タイムR アクア＜医薬部外品＞,12月6日のAmazonスキンケアの人気ギフトランキング3位!イプサ(IPSA) ザ・タイムR アクア＜医薬部外品＞amazon.co.jp/o/ASIN/B00N0JK…,Popular Gift Ranking of Amazon Skin Care on December 6!,,,skincareitem,TEXT,Earned,Skincareitem,,,,2020-12-06 09:49 SGT,https://www.amazon.co.jp/o/ASIN/B00N0JKYZE/publishceo-22
